,NAME,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company
729,TACOTIME,EL SEGUNDO,CA,90245,6037.0,LOS ANGELES,4472.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,101-250 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,176433.1065,144420.849612723,32012.2568872768,30887.0457488839,16878.1670758929,36756.8971875,33137.4680256696,0.9769697286414868
730,THE LIVING ROOM LOUNGE,WOODSIDE,NY,11377,36081.0,QUEENS,5602.0,NIGHTLIFE VENUES,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
731,SONIC DRIVE-IN,HENDERSON,TX,75654,48401.0,RUSK,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,296851.9023,248606.048998458,48245.8533015424,46550.0412347044,25437.1810025707,55396.5275167095,80890.2355881748,0.9359383395766916
732,HOLIDAY INN,SACRAMENTO,CA,95834,6067.0,SACRAMENTO,6922.0,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,20 TO 49,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,251 - 500,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
733,JAZZY DOG CAFE,ORLANDO,FL,32806,12095.0,ORANGE,5960.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",HOT DOGS,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,105628.858328718,96130.5764676923,9498.28186102564,13749.6706594872,16396.5408205128,20038.915245641,36271.4906579487,0.5989213965210868
734,JAYWALKER RESTAURANT,WHITE PIGEON,MI,49099,26149.0,SAINT JOSEPH,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,374693.418272176,341894.865160358,32798.5531118174,45978.0764172205,60402.5709794857,78046.8187922566,133383.644657613,0.8442914653859189
735,DELI MEAT DEPT,BELLEVILLE,IL,62223,17163.0,SAINT CLAIR,7040.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,86270.6133,75836.1154776399,10434.4978223601,11859.0336120215,12140.3113794068,15842.2897372528,27601.5151092343,0.7691443805426833
736,SUBWAY,CHESAPEAKE,VA,23320,51550.0,CHESAPEAKE CITY,5720.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,132018.0525,112994.098376178,19023.954123822,21197.2204061792,19874.3626690922,28945.3871519742,27827.2573980079,0.1378901851749721
737,LAS BRISAS RESTAURANT MEXICAN FOOD,ANAHEIM,CA,92801,6059.0,ORANGE,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,37086.686095493,34823.3200428262,2263.3660526668,5562.1471993702,7183.72703672505,5164.2397458768,13764.1750310569,0.9113176541249145
738,STICKY BUN CAFE,YEAGERTOWN,PA,17099,42087.0,MIFFLIN,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,82935.2730656224,75175.8579644545,7759.41510116795,10238.6004193662,13413.6974058307,19033.1841270801,25766.1295175555,0.07423269064533267
739,MISTA ITALIAN KITCHEN INC,BOULDER,CO,80304,8013.0,BOULDER,2082.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,337960.286593351,311380.506230656,26579.7803626949,44326.6459097382,68637.4206317152,65598.5737914681,104455.295388761,0.9957157334783754
740,CULVER'S,GREENFIELD,IN,46140,18059.0,HANCOCK,3480.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,251-500 UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,534056.3199,447258.820321851,86797.4995781491,83746.6208583548,45763.1807969152,99662.0381799486,145526.91493419,0.6054072716174733
741,NIKO'S PIZZA LLC,SAN PEDRO,CA,90731,6037.0,LOS ANGELES,4472.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,184035.437543129,169322.411223892,14713.0263192375,29776.3627889331,24521.7105320626,32000.8322443416,54298.0733209957,0.1853700711028774
742,TACO BUENO,LUFKIN,TX,75901,48005.0,ANGELINA,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",LSR - QUICK CASUAL,MEXICAN,MEXICAN,101-250 UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,359014.77,322795.173795239,36219.5962047614,58028.0091576812,55038.4551852247,61132.5459752322,118623.968522473,0.8189639818771188
743,CHINA MAX,BUFFALO,NY,14226,36029.0,ERIE,1280.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,116542.569838693,109430.084900453,7112.4849382405,17478.6964455816,22574.4087170242,16228.2973921669,43253.0511272584,0.21420521569245388
744,WESTSHORE PIZZA & CHEESESTEAKS,LITHIA,FL,33547,12057.0,HILLSBOROUGH,8280.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,10-50 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,172610.6355,141291.932821588,31318.702678412,30217.8695438457,16512.4970184949,35960.5490625,32419.5358129783,0.5400887771220234
745,ETHIOPIAN COTTAGE RESTAURANT,MILWAUKEE,WI,53202,55079.0,MILWAUKEE,5082.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ETHNIC FOOD,AFRICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,47216.4247927573,44334.8501832317,2881.57460952568,7081.37427671718,9145.86723892934,6574.7836553828,17523.677729384,0.41061163178580207
746,VINTNER GRILL,LAS VEGAS,NV,89135,32003.0,CLARK,4120.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,87191.2825657325,79559.0483906385,7632.2341750939,10699.1136145623,14055.6982779543,18161.520589425,31038.4183010691,0.6948769464262451
747,K & A CAFE,ANAHEIM,CA,92805,6059.0,ORANGE,4472.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,36759.9762926496,33454.4722707692,3305.50402188034,4785.03294905983,5706.17217094017,6973.75756034188,12622.8680095726,0.4889041616052091
748,COCO FLOW CHOCLATE CAFE,OKLAHOMA CITY,OK,73118,40109.0,OKLAHOMA,5880.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,188013.143736587,170422.654517682,17590.4892189045,23210.7688460208,30408.6708246084,43147.9713127388,58411.4675632232,0.045767271058870795
749,HOLIDAY INN,SWEETWATER,TX,79556,48353.0,NOLAN,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,20 TO 49,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,51 - 100,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
750,STARBUCKS,CLIFTON,CO,81520,8077.0,MESA,2995.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,210494.4534,147135.6229266,63358.8304734,56833.502418,27153.7844886,25259.334408,0.0,0.7177279728302928
751,L'ANGOLO CAFE,LOS ANGELES,CA,90015,6037.0,LOS ANGELES,4472.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,157272.058312194,143129.953944615,14142.1043675783,20472.0475062108,24413.0038404558,29836.1782650142,54005.0520670655,0.8705528940868748
752,BURGER JOE,SNOHOMISH,WA,98296,53061.0,SNOHOMISH,7602.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,41449.0689,34712.5592730077,6736.50962699229,6499.72545732648,3551.76254498715,7734.94954241645,11294.6048930591,0.4898401722832615
753,ANGELICA'S BISTRO,REDWOOD CITY,CA,94063,6081.0,SAN MATEO,7362.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",EUROPEAN,FRENCH,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,48628.2578340091,45660.520363521,2967.73747048809,7293.1166571541,9419.34066720134,6771.37831168077,18047.6586815883,0.6901725207948053
754,BACKYARD GRILL,YPSILANTI,MI,48197,26161.0,WASHTENAW,2162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,150197.852644582,136261.450729927,13936.4019146547,21231.6303537339,22740.9879618192,28241.7579112858,50211.2964289725,0.6670795852505476
755,CHIPOTLE MEXICAN GRILL,ENGLEWOOD,CO,80112,8005.0,ARAPAHOE,2082.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,661638.2112,594888.119432732,66750.0917672681,106941.416863115,101431.88547915,112662.85330031,218615.379915021,0.19270978155386753
756,SANDFIDDLER CAFE,NORFOLK,VA,23518,51710.0,NORFOLK CITY,5720.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,110906.450970665,100530.05551589,10376.3954547759,13691.7235989588,17937.670169579,25452.4139630602,34456.1472388411,0.37385957290069316
757,CONE DELI & CATERING,MILAN,MI,48160,26161.0,WASHTENAW,2162.0,"EVENT CATERING, PARTY SERVICE",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
758,JAWS JUMBO BURGER,FARMINGTON HILLS,MI,48334,26125.0,OAKLAND,2162.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,62560.6659,52392.9941213368,10167.6717786632,9810.28436992288,5360.8111311054,11674.6553521851,17047.3793969152,0.013122703892676668
759,BRONX DELI,PONTIAC,MI,48341,26125.0,OAKLAND,2162.0,LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,60565.4091,53239.9757317838,7325.43336821624,8325.51427152924,8522.98247536811,11121.91883557,19377.3637444468,0.3635460521317434
760,PANDA EXPRESS,CHICAGO,IL,60601,17031.0,COOK,1602.0,LSR - QUICK CASUAL,OTHER ASIAN,ASIAN UNCLASSIFIED,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,377228.0898,339171.022984477,38057.0668155226,60971.8509615886,57830.6327482438,64233.8852600619,124641.927824383,0.24872161389006864
761,GLORIA PIZZA CO INC,COPPELL,TX,75019,48113.0,DALLAS,1922.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,96402.5027921718,88695.4406102526,7707.06218191913,15597.6258443601,12845.1036365319,16762.8602456741,28442.729480892,0.8321219801370153
762,RODEO CAFE,MIRA LOMA,CA,91752,6065.0,RIVERSIDE,4472.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,109029.605857782,98828.8078270348,10200.7980307469,13460.021616804,17634.1149814033,25021.6884431326,33873.0535505297,0.02047198292178065
763,WENDY'S,MERIDIAN,MS,39305,28075.0,LAUDERDALE,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,494556.0138,414178.301188689,80377.7126113111,77552.4854544987,42378.4073521851,92290.7537892031,134763.335379949,0.8311621441635971
764,STARBUCKS,KATY,TX,77494,48201.0,HARRIS,3362.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,195748.1232,136827.9381168,58920.1850832,52851.993264,25251.5078928,23489.774784,0.0,0.25293363654627565
765,CRISTALDO'S PIZZA,CHESAPEAKE,VA,23322,51550.0,CHESAPEAKE CITY,5720.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,184035.437543129,169322.411223892,14713.0263192375,29776.3627889331,24521.7105320626,32000.8322443416,54298.0733209957,0.1801143992218971
766,FOX'S PIZZA DEN,NEW BRAUNFELS,TX,78130,48091.0,COMAL,7240.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,251-500 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,222563.1249,182180.976281346,40382.1486186543,38962.7409343431,21291.1152646684,46367.3176875,41801.5563029656,0.26988583520375165
767,ROLBERTOS MEXICAN FOOD,BLACKFOOT,ID,83221,16011.0,BINGHAM,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,84724.757141665,79554.0837997245,5170.67334194056,12706.7586852982,16411.2675635505,11797.7367178115,31444.340531234,0.668371752506811
768,RULEVILLE INN,RULEVILLE,MS,38771,28133.0,SUNFLOWER,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","BED & BREAKFAST, GUESTHOUSES, CHAMBRES D'HOTES",SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,UNCODED,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
769,BIG POPY'S DELI,BAKERSFIELD,CA,93301,6029.0,KERN,680.0,LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),5 TO 9,2 TO 5 YEARS,"<=$500,000",UNCODED,NOT APPLICABLE,112069.9116,99903.7317692889,12166.1798307111,13294.6370903713,15727.8730565135,21605.2546172436,39825.1374555066,0.5848491770185666
770,MILLINGTON INN PIZZA & PASTRY,MILLINGTON,MI,48746,26157.0,TUSCOLA,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,109453.600318146,100703.145928953,8750.45438919219,17709.252930508,14584.0906486537,19032.238296493,32293.3435791617,0.28342166163199045
771,FLAVORS INDIAN RESTAURANT,ADDISON,TX,75001,48113.0,DALLAS,1922.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,INDIAN / PAKISTANI / BANGLADESHI / SRI LANKAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,50214.8297201732,47150.2652390966,3064.56448107656,7531.06583251328,9726.66117906908,6992.30496911041,18636.4913716886,0.16184971872499854
772,EL POLLO LOCO,FAIRFIELD,CA,94533,6095.0,SOLANO,7362.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,251-500 UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,506703.1878,455583.884664418,51119.3031355824,81899.0740182769,77679.7029658161,86280.7285727554,167422.479581616,0.4012618893364003
773,QUIZNOS,SACRAMENTO,CA,95827,6067.0,SACRAMENTO,6922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,160006.7763,136949.614690743,23057.1616092568,25691.1751043541,24087.862542121,35082.005826005,33726.8249698318,0.9669503751251145
774,LAST CHANCE SALOON,FREER,TX,78357,48131.0,DUVAL,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
775,JAKES SMOKEHOUSE BAR B QUE,VIRGINIA BEACH,VA,23454,51810.0,VIRGINIA BEACH CITY,5720.0,LSR - QUICK CASUAL,BBQ,BARBECUE,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,501153.3432,450593.942183239,50559.401016761,81002.0456501335,76828.8887408135,85335.7085944273,165588.726081349,0.38805749896055974
776,POTTERY CAFE,TYLER,TX,75708,48423.0,SMITH,8640.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,37047.1355416569,33581.0095816025,3466.12596005432,4573.57651904029,5991.89039282933,8502.11165986419,11509.714230584,0.22860356383897562
777,SUBWAY,CHARLESTON,SC,29492,45015.0,BERKELEY,1440.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,1 TO 4,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,192737.556,164963.851163068,27773.7048369319,30946.5287338662,29015.2446226888,42258.3356707623,40625.9407672671,0.2869370251478571
778,NINO'S PIZZA,ALLEN PARK,MI,48101,26163.0,WAYNE,2162.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,169243.320297529,155712.874970612,13530.4453269177,27383.0441140002,22550.7422115296,29428.7185860461,49933.7863255297,0.08823157588104868
779,BURGER KING,LENEXA,KS,66215,20091.0,JOHNSON,3760.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,517671.8343,433537.223126992,84134.6111730077,81177.3313426735,44359.1974550129,96604.4744575835,141062.247906941,0.1661842460485431
780,THE Q SPORTS BAR,JUNCTION CITY,KS,66441,20061.0,GEARY,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",SPORTS BARS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
781,DONNAS MAIN STREET MARKET & DELI,WOODHULL,NY,14898,36101.0,STEUBEN,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",LSR - DELIVERY AND TAKE AWAY ONLY,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",DELI,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,31405.7007,27607.1567575305,3798.5439424695,4317.12776765881,4419.52330002103,5767.18062917543,10047.9744982541,0.8224391898159011
782,CPK ASAP,KAILUA,HI,96734,15003.0,HONOLULU,3320.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,10-50 UNITS,10 TO 19,5 YEARS PLUS,"$2,500,001 - $5,000,000",$10 TO $15,NOT APPLICABLE,791586.219941365,733357.873649107,58228.3462922584,107466.168698122,131412.891199267,109230.664040312,304249.411146129,0.14440567658237713
783,WILD WING CAFE,KATY,TX,77449,48201.0,HARRIS,3362.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,10-50 UNITS,OVER 50,5 YEARS PLUS,"$1,000,001 - $2,500,000",$10 TO $15,NOT APPLICABLE,519362.250078012,473900.201606472,45462.04847154,63730.1752788212,83723.9557584513,108180.63366657,184882.964137532,0.15009607759754984
